FULL ADDRESS,FIRST SALE,FIRST PRICE,LAST SALE,LAST PRICE,PRICE CHANGE,PERIOD,DAILY PRICE CHANGE
"100 RIVERSIDE BOULEVARD, 29E",2008-07-23,1634291,2014-01-15,1855000,220709,2002,110.24425574425574
"845 UNITED NATIONS PLAZA, 23C",2010-12-17,1065000,2018-08-29,1375000,310000,2812,110.24182076813656
"215 WEST 90TH   STREET, 2-D",2007-06-21,1745000,2017-07-12,2150000,405000,3674,110.23407729994557
"10 WEST END AVENUE, 6B",2007-07-16,1206117,2018-07-25,1650000,443883,4027,110.22671964241371
"529 WEST 147 STREET, 4A",2006-01-18,431964,2008-03-27,520000,88036,799,110.18272841051314
"220 MANHATTAN AVENUE, 5L",2004-03-12,220000,2012-05-25,550000,330000,2996,110.14686248331108
"111 FULTON STREET, 305",2010-06-18,467500,2012-07-06,550000,82500,749,110.14686248331108
"101 WEST 79TH   STREET, 5C",2007-08-02,1300000,2013-03-06,1525000,225000,2043,110.13215859030836
"801 RIVERSIDE DRIVE, 4B",2010-07-26,436000,2017-03-02,701500,265500,2411,110.12028204064704
"1619 3 AVENUE, 17G",2003-02-20,285696,2014-03-10,730000,444304,4036,110.08523290386522
"40 WEST 116 STREET, A1001",2008-08-20,321280,2014-01-28,540000,218720,1987,110.07549068948163
"14 LEONARD STREET, 6C",2004-11-18,2395000,2012-06-20,2700000,305000,2771,110.0685673042223
"220 EAST 65TH STREET, 2A",2012-11-30,690000,2018-02-20,900000,210000,1908,110.062893081761
"1 IRVING PLACE, G20B",2008-03-26,985000,2017-12-08,1375000,390000,3544,110.0451467268623
"33 WEST 56TH   STREET, 9A",2011-06-22,2830735,2014-06-10,2950000,119265,1084,110.0230627306273
"111 FULTON STREET, 711",2009-02-05,1527375,2015-11-20,1800000,272625,2479,109.97377974989915
"1600 BROADWAY, 19B",2006-07-20,890968,2016-02-12,1275000,384032,3494,109.9118488838008
"235 EAST 40TH   STREET, 31B",2009-06-30,835000,2018-02-02,1180000,345000,3139,109.90761388977381
"211 EAST 46TH   STREET, PHD",2009-05-11,556957,2018-02-07,908000,351043,3194,109.9070131496556
"113 ELDRIDGE  STREET, 4B",2009-01-15,61094,2010-04-05,109998,48904,445,109.89662921348315
"2 EAST 55TH   STREET, 903",2006-12-06,728048,2007-04-24,743322,15274,139,109.88489208633094
"250 EAST 53RD STREET, 703",2008-08-05,997885,2014-04-03,1225000,227115,2067,109.87663280116111
"1601 3 AVENUE, 18C",2003-02-20,270080,2011-07-19,607500,337420,3071,109.87300553565613
"315 SEVENTH AVENUE, 4A",2007-02-14,518262,2018-04-03,965000,446738,4066,109.87161829808166
"70 BATTERY PLACE, 7B",2008-12-16,1349181,2013-03-20,1520000,170819,1555,109.85144694533761
"302 WEST 122 STREET, 1A",2013-08-12,425000,2016-06-24,540000,115000,1047,109.83763132760268
"150 WEST 51ST   STREET, 18-12",2010-09-21,510000,2013-06-19,620000,110000,1002,109.78043912175649
"100 RIVERSIDE BOULEVARD, 4G",2008-05-06,1065000,2015-07-31,1355000,290000,2642,109.76532929598788
"515 EAST 72ND   STREET, 14G",2008-08-14,1410276,2014-09-23,1655000,244724,2231,109.69251456745855
"120 RIVERSIDE BOULEVARD, 8H",2006-01-18,808409,2017-01-26,1250000,441591,4026,109.68479880774963
"2 SOUTH END AVENUE, 8R",2005-05-11,670000,2013-11-06,1010000,340000,3101,109.64205095130603
"112 WEST 72 STREET, 4A",2004-06-14,499000,2014-05-05,895000,396000,3612,109.63455149501661
"150 NASSAU STREET, 13C",2004-02-05,1410276,2012-01-31,1730000,319724,2917,109.60713061364416
"555 WEST 23RD   STREET, N12A",2007-02-08,1250000,2010-09-23,1395000,145000,1323,109.59939531368103
"310 WEST 52ND   STREET, 36A",2007-04-26,1169460,2013-09-13,1425000,255540,2332,109.57975986277873
"2250 BROADWAY, 3F",2009-03-30,710000,2018-05-14,1075000,365000,3332,109.5438175270108
"344 EAST 50 STREET, 10/1A",2006-01-03,440000,2006-10-04,470000,30000,274,109.48905109489051
"225 EAST 34TH STREET, 3A",2007-10-24,548836,2008-06-19,575000,26164,239,109.47280334728033
"225 EAST 34TH   STREET, 12K",2007-11-27,865512,2014-04-09,1120000,254488,2325,109.45720430107527
"252 SEVENTH AVENUE, 3S",2005-08-25,1200000,2015-07-13,1595000,395000,3609,109.44860072042117
"77 PARK AVENUE, 12C",2004-05-17,785000,2016-01-08,1250000,465000,4253,109.3345873501058
"68 BRADHURST AVENUE, 5-E",2007-05-23,453222,2017-11-17,872000,418778,3831,109.31297311406944
"393 WEST 49TH STREET, 5DD",2013-09-12,930000,2016-09-14,1050000,120000,1098,109.2896174863388
"455 EAST 86TH STREET, 14E",2015-02-18,735000,2017-11-21,845000,110000,1007,109.23535253227408
"133 ESSEX STREET, 301",2007-01-23,834965,2018-06-20,1290000,455035,4166,109.22587614018244
"209 EAST 51ST   STREET, 7E",2009-10-23,1323725,2018-03-29,1660000,336275,3079,109.21565443325755
"225 EAST 34TH   STREET, 8B",2008-03-17,1023341,2013-11-22,1250000,226659,2076,109.1806358381503
"14 PRINCE STREET, 3F",2005-12-01,749000,2017-03-24,1200000,451000,4131,109.17453401113532
"235 EAST 40TH   STREET, 8F",2012-06-08,620000,2017-12-05,839000,219000,2006,109.17248255234297
"18 PINE STREET, 503",2009-05-07,556000,2015-08-05,805000,249000,2281,109.16264796142043
"125 CENTRAL PARK NORTH, 2B",2006-08-08,643637,2014-04-17,950000,306363,2809,109.06479174083303
"257 WEST 17TH   STREET, 2D",2008-04-17,2800000,2013-04-25,3000000,200000,1834,109.05125408942203
"43 WEST 64TH   STREET, 8D",2009-11-30,2429460,2012-09-27,2542000,112540,1032,109.05038759689923
"120 RIVERSIDE BOULEVARD, 9B",2006-01-11,560037,2013-07-25,860000,299963,2752,108.99818313953489
"404 EAST 79TH   STREET, 26G",2007-03-23,1085000,2013-11-18,1350000,265000,2432,108.96381578947368
"240 RIVERSIDE BOULEVARD, 3 J",2005-09-21,592500,2009-04-21,735000,142500,1308,108.94495412844037
"1601 3 AVENUE, 15C",2003-02-20,265822,2011-04-07,589000,323178,2968,108.88746630727763
"121 EAST 23RD   STREET, 5C",2013-03-15,642100,2017-07-20,815000,172900,1588,108.87909319899245
"467 CENTRAL PARK WEST, 1B",2009-01-30,550000,2017-01-04,865000,315000,2896,108.7707182320442
